user_id,signup_date,signup_month,channel,state,segment,age,gender,plan,activated,last_active_date,months_observed,is_churned,churn_risk_score,days_since_active
SD016365,2024-04-14,2024-04,Google Ads,Rivers,Small Business,41,Male,Starter,1,2024-05-01,5,1,100,152
SD016366,2024-02-09,2024-02,Instagram,Abuja,Corporate,38,Male,Business Pro,1,2024-03-06,7,1,100,208
SD016367,2024-06-05,2024-06,Google Ads,Lagos,E-commerce Seller,41,Female,Starter,1,2024-06-25,3,1,90,97
SD016368,2024-02-12,2024-02,Facebook Ads,Edo,Small Business,47,Female,Business Pro,1,2024-03-03,7,1,100,211
SD016369,2024-02-24,2024-02,TikTok Ads,Abuja,E-commerce Seller,21,Female,Business Pro,1,2024-07-26,7,1,68,66
SD016370,2024-08-03,2024-08,Instagram,Lagos,Corporate,28,Male,Business Pro,0,2024-08-03,1,1,62,58
SD016371,2023-10-12,2023-10,Google Ads,Abuja,E-commerce Seller,30,Female,Business Pro,1,2024-04-04,11,1,100,179
SD016372,2024-01-07,2024-01,Instagram,Abuja,Small Business,26,Female,Starter,1,2024-02-20,8,1,100,223
SD016373,2024-07-02,2024-07,Referral,Imo,Freelancer,50,Female,Starter,0,2024-07-07,3,1,98,85
SD016374,2024-05-02,2024-05,Word of Mouth,Abuja,Individual Sender,48,Male,Starter,1,2024-05-26,5,1,100,127
SD016375,2023-11-18,2023-11,Instagram,Lagos,Individual Sender,20,Male,Starter,1,2024-03-05,10,1,100,209
SD016376,2024-01-29,2024-01,Google Ads,Lagos,Individual Sender,30,Female,Starter,0,2024-02-02,8,1,100,241
SD016377,2023-11-01,2023-11,Facebook Ads,Lagos,Small Business,38,Male,Business Pro,0,2024-03-02,11,1,100,212
SD016378,2024-06-18,2024-06,Facebook Ads,Kano,Individual Sender,33,Male,Starter,0,2024-06-21,3,1,100,101
SD016379,2023-12-22,2023-12,Facebook Ads,Rivers,E-commerce Seller,34,Male,Starter,1,2023-12-24,9,1,100,281
SD016380,2024-02-02,2024-02,Instagram,Rivers,Individual Sender,27,Male,Starter,1,2024-03-01,8,1,100,213
SD016381,2024-05-28,2024-05,Referral,Abuja,Small Business,47,Male,Starter,1,2024-09-19,4,0,5,11
SD016382,2024-05-28,2024-05,Referral,Kaduna,Individual Sender,53,Male,Starter,0,2024-08-16,4,0,62,45
SD016383,2023-12-28,2023-12,Instagram,Kaduna,Individual Sender,30,Female,Starter,0,2024-01-01,9,1,100,273
SD016384,2023-11-02,2023-11,App Store,Oyo,Small Business,43,Male,Starter,0,2023-11-05,11,1,100,330
SD016385,2024-07-19,2024-07,Referral,Kaduna,Small Business,24,Female,Business Pro,0,2024-07-20,2,1,84,72
SD016386,2024-07-22,2024-07,Instagram,Kaduna,Individual Sender,38,Female,Starter,0,2024-07-25,2,1,90,67
SD016387,2024-04-14,2024-04,Facebook Ads,Lagos,E-commerce Seller,44,Female,Business Pro,1,2024-05-10,5,1,100,143
SD016388,2024-02-01,2024-02,Instagram,Kano,E-commerce Seller,32,Female,Business Pro,0,2024-02-01,8,1,100,242
SD016389,2023-12-22,2023-12,Referral,Lagos,E-commerce Seller,38,Male,Business Pro,1,2023-12-30,9,1,100,275
SD016390,2024-07-04,2024-07,Word of Mouth,Lagos,Freelancer,48,Female,Starter,0,2024-07-07,2,1,98,85
SD016391,2024-06-28,2024-06,Google Ads,Rivers,Small Business,33,Female,Starter,1,2024-07-09,3,1,85,83
SD016392,2023-10-28,2023-10,App Store,Anambra,Freelancer,41,Female,Starter,0,2023-10-29,11,1,100,337
SD016393,2024-06-09,2024-06,Referral,Abuja,Small Business,36,Male,Starter,1,2024-06-26,3,1,93,96
SD016394,2024-02-06,2024-02,Google Ads,Delta,Corporate,54,Male,Enterprise,1,2024-02-17,7,1,100,226
SD016395,2023-11-21,2023-11,TikTok Ads,Edo,E-commerce Seller,33,Female,Starter,0,2023-11-23,10,1,100,312
SD016396,2024-03-13,2024-03,App Store,Kano,Individual Sender,39,Male,Starter,1,2024-04-19,6,1,100,164
SD016397,2024-08-17,2024-08,Referral,Abuja,Corporate,34,Male,Enterprise,1,2024-08-28,1,0,8,33
SD016398,2024-04-13,2024-04,Google Ads,Delta,E-commerce Seller,41,Male,Business Pro,1,2024-04-30,5,1,100,153
SD016399,2023-11-14,2023-11,App Store,Lagos,Freelancer,33,Female,Starter,0,2023-11-18,10,1,100,317
SD016400,2023-10-06,2023-10,Google Ads,Abuja,E-commerce Seller,34,Male,Starter,1,2024-06-15,12,1,100,107
SD016401,2024-03-31,2024-03,Instagram,Abuja,Corporate,51,Male,Enterprise,1,2024-04-14,6,1,100,169
SD016402,2023-12-27,2023-12,TikTok Ads,Abuja,Individual Sender,23,Male,Starter,1,2024-01-18,9,1,100,256
SD016403,2023-10-19,2023-10,App Store,Kano,Individual Sender,53,Female,Starter,0,2023-10-21,11,1,100,345
SD016404,2024-07-22,2024-07,Word of Mouth,Lagos,Small Business,28,Male,Starter,0,2024-09-07,2,0,30,23
SD016405,2024-01-13,2024-01,App Store,Abuja,Corporate,46,Male,Business Pro,0,2024-01-16,8,1,100,258
SD016406,2024-01-27,2024-01,Google Ads,Anambra,Small Business,37,Male,Business Pro,0,2024-01-30,8,1,100,244
SD016407,2023-12-07,2023-12,App Store,Abuja,E-commerce Seller,48,Male,Business Pro,0,2023-12-10,9,1,100,295
SD016408,2024-02-23,2024-02,App Store,Abuja,Individual Sender,45,Female,Starter,0,2024-02-25,7,1,100,218
SD016409,2023-11-26,2023-11,Word of Mouth,Lagos,Freelancer,46,Female,Starter,0,2024-02-18,10,1,100,225
SD016410,2024-06-16,2024-06,App Store,Kano,Individual Sender,55,Female,Starter,0,2024-06-16,3,1,100,106
SD016411,2024-06-27,2024-06,App Store,Lagos,Small Business,39,Male,Business Pro,1,2024-09-02,3,0,19,28
SD016412,2024-06-22,2024-06,Google Ads,Lagos,Corporate,27,Male,Enterprise,0,2024-06-26,3,1,92,96
SD016413,2023-12-08,2023-12,Referral,Lagos,Individual Sender,21,Male,Starter,0,2023-12-10,9,1,100,295
SD016414,2024-07-15,2024-07,Referral,Lagos,Individual Sender,37,Female,Starter,1,2024-08-25,2,0,32,36
SD016415,2024-07-12,2024-07,Word of Mouth,Lagos,E-commerce Seller,48,Female,Business Pro,1,2024-08-09,2,1,46,52
SD016416,2024-08-08,2024-08,Facebook Ads,Lagos,Individual Sender,55,Female,Starter,0,2024-08-12,1,1,76,49
SD016417,2024-03-13,2024-03,TikTok Ads,Lagos,E-commerce Seller,51,Male,Business Pro,1,2024-04-21,6,1,100,162
SD016418,2024-08-17,2024-08,Word of Mouth,Abuja,Small Business,47,Female,Business Pro,0,2024-08-19,1,0,60,42
SD016419,2024-08-23,2024-08,Word of Mouth,Lagos,E-commerce Seller,27,Female,Starter,0,2024-08-25,1,0,48,36
SD016420,2024-05-20,2024-05,Referral,Lagos,Corporate,27,Male,Enterprise,1,2024-08-13,4,1,28,48
SD016421,2023-11-24,2023-11,App Store,Lagos,Corporate,31,Male,Enterprise,1,2024-02-08,10,1,100,235
SD016422,2024-08-01,2024-08,Google Ads,Kaduna,Individual Sender,38,Male,Starter,0,2024-08-05,2,1,81,56
SD016423,2024-05-30,2024-05,Referral,Delta,Individual Sender,36,Male,Starter,0,2024-06-01,4,1,100,121
SD016424,2023-11-07,2023-11,Referral,Abuja,Individual Sender,34,Male,Starter,0,2023-11-09,10,1,100,326
SD016425,2023-12-16,2023-12,Google Ads,Abuja,Individual Sender,44,Female,Starter,1,2024-02-07,9,1,100,236
SD016426,2024-06-03,2024-06,App Store,Kano,E-commerce Seller,29,Female,Business Pro,1,2024-07-01,3,1,83,91
SD016427,2024-03-13,2024-03,Word of Mouth,Lagos,E-commerce Seller,54,Male,Business Pro,1,2024-08-26,6,0,17,35
SD016428,2024-07-10,2024-07,Google Ads,Kaduna,Small Business,30,Male,Starter,1,2024-08-25,2,0,28,36
SD016429,2024-03-23,2024-03,Referral,Abuja,Small Business,24,Male,Starter,1,2024-03-23,6,1,100,191
SD016430,2024-04-02,2024-04,Instagram,Lagos,Individual Sender,25,Male,Starter,0,2024-04-05,6,1,100,178
SD016431,2023-11-30,2023-11,App Store,Abuja,Individual Sender,50,Male,Starter,1,2024-05-19,10,1,100,134
SD016432,2024-02-14,2024-02,Word of Mouth,Kano,Small Business,26,Male,Starter,0,2024-02-19,7,1,100,224
SD016433,2024-06-30,2024-06,Word of Mouth,Lagos,Small Business,21,Male,Starter,1,2024-07-22,3,1,72,70
SD016434,2023-10-17,2023-10,Referral,Rivers,Small Business,36,Female,Starter,0,2023-10-19,11,1,100,347
SD016435,2024-04-30,2024-04,Facebook Ads,Lagos,E-commerce Seller,35,Male,Business Pro,1,2024-09-16,5,0,22,14
SD016436,2024-02-06,2024-02,App Store,Abuja,Individual Sender,25,Female,Starter,0,2024-02-09,7,1,100,234
SD016437,2024-01-19,2024-01,Google Ads,Kaduna,Individual Sender,50,Female,Starter,0,2024-01-22,8,1,100,252
SD016438,2024-02-12,2024-02,Referral,Delta,Individual Sender,20,Female,Starter,0,2024-02-13,7,1,100,230
SD016439,2024-03-27,2024-03,Google Ads,Kano,Individual Sender,39,Male,Starter,0,2024-03-28,6,1,100,186
SD016440,2024-01-13,2024-01,Instagram,Lagos,Small Business,23,Male,Starter,1,2024-01-18,8,1,100,256
SD016441,2024-08-06,2024-08,Instagram,Oyo,Small Business,35,Female,Business Pro,0,2024-08-09,1,1,71,52
SD016442,2024-04-29,2024-04,App Store,Kaduna,Corporate,25,Female,Business Pro,1,2024-05-11,5,1,100,142
SD016443,2024-07-30,2024-07,TikTok Ads,Kaduna,Small Business,54,Male,Starter,1,2024-08-04,2,1,62,57
SD016444,2023-11-14,2023-11,Word of Mouth,Abuja,Small Business,46,Male,Starter,1,2023-11-23,10,1,100,312
SD016445,2024-05-07,2024-05,App Store,Rivers,E-commerce Seller,24,Male,Business Pro,1,2024-06-25,4,1,82,97
SD016446,2024-07-14,2024-07,Google Ads,Kano,E-commerce Seller,27,Female,Business Pro,0,2024-07-15,2,1,84,77
SD016447,2024-04-08,2024-04,Referral,Rivers,Small Business,40,Female,Starter,1,2024-05-12,5,1,100,141
SD016448,2024-03-04,2024-03,Facebook Ads,Lagos,Corporate,26,Female,Business Pro,0,2024-03-05,7,1,100,209
SD016449,2024-02-23,2024-02,Facebook Ads,Anambra,Individual Sender,26,Male,Starter,0,2024-02-26,7,1,100,217
SD016450,2024-06-10,2024-06,Facebook Ads,Abuja,Corporate,41,Male,Business Pro,0,2024-06-15,3,1,100,107
SD016451,2024-05-14,2024-05,Google Ads,Lagos,Individual Sender,39,Male,Starter,0,2024-09-01,4,0,52,29
SD016452,2023-10-12,2023-10,Word of Mouth,Abuja,E-commerce Seller,43,Male,Business Pro,1,2023-10-15,11,1,100,351
SD016453,2024-05-24,2024-05,Google Ads,Lagos,Small Business,30,Male,Business Pro,1,2024-07-07,4,1,82,85
SD016454,2023-10-02,2023-10,Instagram,Abuja,Individual Sender,41,Female,Starter,0,2023-10-07,12,1,100,359
SD016455,2024-02-09,2024-02,App Store,Lagos,E-commerce Seller,20,Female,Starter,0,2024-02-09,7,1,100,234
SD016456,2024-08-07,2024-08,TikTok Ads,Delta,Individual Sender,51,Male,Starter,1,2024-08-25,1,0,37,36
SD016457,2024-08-21,2024-08,Facebook Ads,Rivers,Individual Sender,26,Female,Starter,0,2024-08-23,1,0,67,38
SD016458,2023-10-19,2023-10,Word of Mouth,Lagos,Small Business,31,Male,Business Pro,1,2024-02-06,11,1,100,237
SD016459,2024-07-12,2024-07,Instagram,Lagos,Individual Sender,21,Male,Starter,1,2024-07-13,2,1,85,79
SD016460,2024-05-04,2024-05,TikTok Ads,Kano,Individual Sender,54,Female,Starter,1,2024-05-09,4,1,100,144
SD016461,2023-12-18,2023-12,App Store,Rivers,Corporate,37,Male,Business Pro,1,2023-12-18,9,1,100,287
SD016462,2024-04-25,2024-04,Instagram,Lagos,E-commerce Seller,40,Female,Starter,1,2024-05-14,5,1,100,139
SD016463,2024-05-02,2024-05,Google Ads,Lagos,Individual Sender,24,Female,Starter,1,2024-05-25,5,1,100,128
SD016464,2023-12-21,2023-12,TikTok Ads,Lagos,Individual Sender,34,Male,Starter,0,2023-12-23,9,1,100,282
SD016465,2024-03-23,2024-03,App Store,Kano,Individual Sender,54,Female,Starter,0,2024-03-25,6,1,100,189
SD016466,2023-11-08,2023-11,TikTok Ads,Lagos,E-commerce Seller,41,Female,Starter,1,2023-11-14,10,1,100,321
SD016467,2023-11-20,2023-11,Referral,Kano,Small Business,30,Female,Starter,0,2024-04-20,10,1,100,163
SD016468,2023-11-21,2023-11,Instagram,Abuja,Small Business,21,Female,Starter,0,2023-11-22,10,1,100,313
SD016469,2024-08-21,2024-08,Google Ads,Delta,Small Business,23,Female,Business Pro,1,2024-08-26,1,0,27,35
SD016470,2024-06-19,2024-06,Instagram,Imo,E-commerce Seller,27,Male,Starter,1,2024-06-25,3,1,90,97
SD016471,2023-10-12,2023-10,TikTok Ads,Abuja,Small Business,38,Male,Business Pro,0,2023-10-13,11,1,100,353
SD016472,2023-10-02,2023-10,Instagram,Oyo,E-commerce Seller,21,Female,Starter,1,2023-10-09,12,1,100,357
SD016473,2024-07-08,2024-07,TikTok Ads,Kaduna,E-commerce Seller,27,Female,Starter,0,2024-07-10,2,1,90,82
SD016474,2024-06-30,2024-06,Google Ads,Edo,Individual Sender,20,Male,Starter,0,2024-06-30,3,1,100,92
SD016475,2024-02-10,2024-02,Referral,Lagos,E-commerce Seller,45,Male,Business Pro,0,2024-07-12,7,1,74,80
SD016476,2024-02-11,2024-02,App Store,Kano,Freelancer,32,Female,Starter,0,2024-02-11,7,1,100,232
SD016477,2024-03-01,2024-03,Google Ads,Abuja,Corporate,39,Male,Enterprise,1,2024-05-23,7,1,100,130
SD016478,2024-05-13,2024-05,Instagram,Lagos,Freelancer,38,Male,Starter,1,2024-05-18,4,1,100,135
SD016479,2024-04-26,2024-04,Referral,Kaduna,E-commerce Seller,52,Female,Starter,0,2024-04-30,5,1,100,153
SD016480,2023-10-03,2023-10,Word of Mouth,Rivers,Small Business,41,Male,Starter,1,2023-10-13,12,1,100,353
SD016481,2024-08-25,2024-08,Word of Mouth,Kano,E-commerce Seller,28,Female,Starter,1,2024-09-19,1,0,0,11
SD016482,2023-11-07,2023-11,Google Ads,Lagos,Small Business,43,Male,Starter,1,2024-05-11,10,1,100,142
SD016483,2024-05-15,2024-05,Referral,Oyo,Corporate,43,Female,Enterprise,1,2024-08-24,4,0,12,37
SD016484,2024-07-16,2024-07,Instagram,Imo,Individual Sender,23,Female,Starter,0,2024-07-21,2,1,93,71
SD016485,2024-01-15,2024-01,Referral,Oyo,Corporate,43,Female,Business Pro,1,2024-04-30,8,1,100,153
SD016486,2023-10-28,2023-10,Google Ads,Abuja,Small Business,30,Male,Starter,0,2023-10-29,11,1,100,337
SD016487,2024-07-15,2024-07,Referral,Rivers,Corporate,28,Female,Business Pro,0,2024-09-01,2,0,20,29
SD016488,2023-12-30,2023-12,App Store,Oyo,Individual Sender,36,Male,Starter,0,2024-01-02,9,1,100,272
SD016489,2024-01-29,2024-01,TikTok Ads,Anambra,E-commerce Seller,53,Male,Business Pro,0,2024-01-29,8,1,100,245
SD016490,2024-03-12,2024-03,Google Ads,Lagos,Small Business,22,Male,Starter,1,2024-04-13,6,1,100,170
SD016491,2024-03-25,2024-03,App Store,Lagos,Individual Sender,44,Male,Starter,0,2024-03-27,6,1,100,187
SD016492,2024-01-02,2024-01,Word of Mouth,Oyo,Corporate,25,Male,Enterprise,1,2024-05-21,9,1,100,132
SD016493,2024-06-01,2024-06,Referral,Kano,Corporate,28,Male,Business Pro,0,2024-06-05,4,1,100,117
SD016494,2024-02-15,2024-02,Facebook Ads,Imo,Individual Sender,27,Male,Starter,0,2024-06-10,7,1,100,112
SD016495,2024-04-09,2024-04,Instagram,Lagos,E-commerce Seller,38,Female,Business Pro,1,2024-04-30,5,1,100,153
SD016496,2024-04-03,2024-04,Google Ads,Rivers,Small Business,31,Male,Business Pro,1,2024-04-23,6,1,100,160
SD016497,2024-04-23,2024-04,Instagram,Kano,Small Business,42,Female,Starter,1,2024-05-01,5,1,100,152
SD016498,2024-03-01,2024-03,Facebook Ads,Lagos,Individual Sender,26,Female,Starter,0,2024-03-01,7,1,100,213
SD016499,2023-11-06,2023-11,Facebook Ads,Rivers,Corporate,39,Male,Business Pro,1,2023-11-29,10,1,100,306
SD016500,2024-01-26,2024-01,TikTok Ads,Lagos,Individual Sender,28,Female,Starter,0,2024-01-27,8,1,100,247
SD016501,2024-05-15,2024-05,Google Ads,Edo,E-commerce Seller,50,Male,Business Pro,1,2024-05-28,4,1,100,125
SD016502,2024-01-21,2024-01,App Store,Kano,Individual Sender,23,Male,Starter,0,2024-05-02,8,1,100,151
SD016503,2023-10-31,2023-10,Word of Mouth,Rivers,E-commerce Seller,36,Female,Starter,0,2023-11-02,11,1,100,333
SD016504,2024-02-23,2024-02,Google Ads,Imo,E-commerce Seller,42,Male,Starter,1,2024-05-07,7,1,100,146
SD016505,2024-03-03,2024-03,Google Ads,Lagos,E-commerce Seller,55,Male,Business Pro,1,2024-03-23,7,1,100,191
SD016506,2024-03-12,2024-03,Google Ads,Rivers,Small Business,53,Male,Starter,1,2024-08-20,6,0,47,41
SD016507,2024-02-20,2024-02,Referral,Kano,Individual Sender,52,Male,Starter,0,2024-02-21,7,1,100,222
SD016508,2024-04-12,2024-04,Word of Mouth,Kaduna,Individual Sender,25,Male,Starter,1,2024-06-13,5,1,100,109
SD016509,2023-10-30,2023-10,Word of Mouth,Delta,E-commerce Seller,52,Male,Starter,0,2023-11-03,11,1,100,332
SD016510,2023-11-12,2023-11,Google Ads,Lagos,Small Business,34,Female,Starter,1,2023-12-07,10,1,100,298
SD016511,2023-11-09,2023-11,Referral,Rivers,E-commerce Seller,50,Male,Starter,1,2023-12-20,10,1,100,285
SD016512,2024-06-28,2024-06,App Store,Kano,Small Business,20,Male,Starter,0,2024-07-02,3,1,99,90
SD016513,2023-10-14,2023-10,Google Ads,Abuja,Small Business,51,Male,Starter,1,2023-10-25,11,1,100,341
SD016514,2024-06-23,2024-06,TikTok Ads,Lagos,Individual Sender,55,Female,Starter,1,2024-08-09,3,1,60,52
SD016515,2024-07-24,2024-07,Google Ads,Kaduna,Individual Sender,26,Female,Starter,0,2024-07-26,2,1,89,66
SD016516,2024-05-14,2024-05,Google Ads,Delta,Individual Sender,49,Female,Starter,1,2024-05-20,4,1,100,133
SD016517,2024-02-15,2024-02,TikTok Ads,Lagos,Small Business,47,Male,Starter,1,2024-06-11,7,1,100,111
SD016518,2024-05-12,2024-05,Referral,Abuja,Individual Sender,44,Female,Starter,0,2024-05-16,4,1,100,137
SD016519,2024-03-19,2024-03,Instagram,Rivers,E-commerce Seller,52,Male,Starter,0,2024-07-28,6,1,64,64
SD016520,2024-07-04,2024-07,App Store,Oyo,E-commerce Seller,28,Female,Business Pro,1,2024-07-17,2,1,65,75
SD016521,2023-11-03,2023-11,Instagram,Edo,E-commerce Seller,31,Male,Starter,1,2023-11-28,11,1,100,307
SD016522,2023-10-11,2023-10,Google Ads,Delta,Individual Sender,28,Male,Starter,1,2023-12-01,11,1,100,304
SD016523,2023-11-29,2023-11,Word of Mouth,Lagos,E-commerce Seller,25,Female,Starter,1,2023-12-17,10,1,100,288
SD016524,2023-11-12,2023-11,TikTok Ads,Kano,Small Business,39,Male,Starter,1,2023-12-26,10,1,100,279
SD016525,2024-04-29,2024-04,Facebook Ads,Abuja,Individual Sender,20,Female,Starter,0,2024-04-30,5,1,100,153
SD016526,2024-05-17,2024-05,TikTok Ads,Rivers,Individual Sender,47,Male,Starter,1,2024-05-24,4,1,100,129
SD016527,2023-11-07,2023-11,App Store,Imo,Small Business,34,Female,Starter,1,2024-03-30,10,1,100,184
SD016528,2024-01-09,2024-01,Google Ads,Lagos,Small Business,48,Male,Starter,0,2024-01-09,8,1,100,265
SD016529,2024-03-31,2024-03,Google Ads,Lagos,Individual Sender,37,Female,Starter,0,2024-04-03,6,1,100,180
SD016530,2024-01-22,2024-01,Instagram,Lagos,Corporate,34,Female,Enterprise,0,2024-01-22,8,1,100,252
SD016531,2023-11-24,2023-11,Instagram,Lagos,E-commerce Seller,35,Male,Business Pro,1,2023-11-24,10,1,100,311
SD016532,2024-02-09,2024-02,Facebook Ads,Lagos,E-commerce Seller,30,Female,Business Pro,1,2024-02-20,7,1,100,223
SD016533,2024-03-05,2024-03,Facebook Ads,Lagos,Individual Sender,23,Male,Starter,0,2024-03-07,6,1,100,207
SD016534,2024-08-23,2024-08,Instagram,Imo,Individual Sender,27,Female,Starter,0,2024-08-23,1,0,67,38
SD016535,2024-05-21,2024-05,Facebook Ads,Delta,E-commerce Seller,40,Female,Business Pro,1,2024-06-24,4,1,86,98
SD016536,2023-11-06,2023-11,Referral,Lagos,Freelancer,55,Male,Starter,0,2023-11-11,10,1,100,324
SD016537,2024-04-07,2024-04,Referral,Lagos,Small Business,43,Male,Starter,1,2024-07-20,5,1,60,72
SD016538,2024-05-29,2024-05,Referral,Lagos,Small Business,24,Female,Starter,0,2024-09-06,4,0,23,24
SD016539,2024-08-11,2024-08,Google Ads,Abuja,Individual Sender,46,Male,Starter,0,2024-08-16,1,0,72,45
SD016540,2024-05-20,2024-05,Google Ads,Kaduna,Small Business,31,Female,Starter,1,2024-06-09,4,1,100,113
SD016541,2024-08-03,2024-08,Word of Mouth,Imo,Corporate,26,Male,Enterprise,1,2024-08-09,1,1,24,52
SD016542,2024-08-07,2024-08,Instagram,Lagos,Individual Sender,51,Male,Starter,1,2024-08-21,1,0,39,40
SD016543,2024-08-12,2024-08,Word of Mouth,Rivers,E-commerce Seller,38,Female,Business Pro,1,2024-08-22,1,0,21,39
SD016544,2023-10-02,2023-10,Google Ads,Kano,Small Business,49,Male,Starter,1,2024-08-23,12,0,54,38
SD016545,2024-06-04,2024-06,Facebook Ads,Lagos,E-commerce Seller,40,Male,Business Pro,1,2024-06-30,3,1,87,92
SD016546,2024-04-12,2024-04,Referral,Lagos,Individual Sender,32,Male,Starter,0,2024-04-16,5,1,100,167
SD016547,2024-03-20,2024-03,Referral,Kaduna,E-commerce Seller,42,Female,Starter,1,2024-04-15,6,1,100,168
SD016548,2024-04-24,2024-04,Word of Mouth,Lagos,Individual Sender,45,Male,Starter,0,2024-04-28,5,1,100,155
SD016549,2024-02-27,2024-02,Word of Mouth,Lagos,Small Business,48,Male,Starter,1,2024-05-29,7,1,100,124
SD016550,2024-04-12,2024-04,Referral,Rivers,Small Business,52,Male,Starter,0,2024-04-12,5,1,100,171
SD016551,2024-03-19,2024-03,Facebook Ads,Imo,Individual Sender,21,Female,Starter,1,2024-03-28,6,1,100,186
SD016552,2024-06-16,2024-06,Google Ads,Delta,Individual Sender,44,Male,Starter,1,2024-07-13,3,1,89,79
SD016553,2024-06-30,2024-06,App Store,Abuja,E-commerce Seller,39,Male,Business Pro,1,2024-08-11,3,1,40,50
SD016554,2023-11-10,2023-11,Word of Mouth,Delta,Corporate,24,Female,Business Pro,0,2023-11-12,10,1,100,323
SD016555,2024-01-01,2024-01,Referral,Kano,Individual Sender,21,Male,Starter,1,2024-03-19,9,1,100,195
SD016556,2024-02-08,2024-02,Google Ads,Lagos,Individual Sender,41,Female,Starter,0,2024-02-10,7,1,100,233
SD016557,2024-01-29,2024-01,Google Ads,Oyo,Small Business,52,Male,Starter,0,2024-01-30,8,1,100,244
SD016558,2024-08-09,2024-08,Instagram,Delta,Freelancer,27,Male,Starter,0,2024-08-13,1,1,72,48
SD016559,2023-10-19,2023-10,Google Ads,Rivers,Freelancer,51,Female,Starter,0,2024-07-30,11,1,80,62
SD016560,2024-04-06,2024-04,Word of Mouth,Lagos,Individual Sender,47,Female,Starter,0,2024-04-11,5,1,100,172
SD016561,2024-08-27,2024-08,Facebook Ads,Rivers,Freelancer,31,Male,Starter,0,2024-08-31,1,0,58,30
SD016562,2024-08-15,2024-08,Referral,Lagos,Freelancer,20,Female,Starter,0,2024-08-17,1,0,65,44
SD016563,2024-02-14,2024-02,Word of Mouth,Abuja,Small Business,42,Female,Starter,1,2024-02-26,7,1,100,217
SD016564,2024-04-19,2024-04,Referral,Lagos,Corporate,34,Male,Business Pro,1,2024-09-12,5,0,0,18
SD016565,2024-08-17,2024-08,Google Ads,Kano,Small Business,53,Female,Starter,0,2024-08-21,1,0,61,40
SD016566,2024-04-11,2024-04,Word of Mouth,Abuja,Individual Sender,43,Female,Starter,1,2024-06-24,5,1,94,98
SD016567,2024-04-19,2024-04,App Store,Lagos,Small Business,23,Male,Starter,0,2024-08-20,5,0,54,41
SD016568,2024-05-22,2024-05,Instagram,Delta,Small Business,51,Male,Business Pro,1,2024-06-17,4,1,100,105
SD016569,2024-03-16,2024-03,Google Ads,Anambra,Small Business,30,Male,Starter,0,2024-03-16,6,1,100,198
SD016570,2024-06-29,2024-06,App Store,Lagos,Small Business,54,Male,Business Pro,1,2024-07-01,3,1,90,91
SD016571,2024-01-26,2024-01,Google Ads,Lagos,Individual Sender,39,Female,Starter,0,2024-01-28,8,1,100,246
SD016572,2023-11-17,2023-11,Facebook Ads,Anambra,Individual Sender,35,Female,Starter,0,2023-11-21,10,1,100,314
SD016573,2023-12-10,2023-12,TikTok Ads,Lagos,Small Business,25,Female,Business Pro,1,2023-12-22,9,1,100,283
SD016574,2024-01-12,2024-01,TikTok Ads,Lagos,Freelancer,50,Female,Starter,1,2024-01-19,8,1,100,255
SD016575,2023-10-28,2023-10,App Store,Anambra,Corporate,34,Male,Business Pro,1,2023-12-10,11,1,100,295
SD016576,2023-11-14,2023-11,Facebook Ads,Edo,Freelancer,25,Male,Starter,0,2023-11-15,10,1,100,320
SD016577,2024-04-03,2024-04,Google Ads,Kano,Corporate,40,Female,Business Pro,0,2024-04-06,6,1,100,177
SD016578,2024-08-31,2024-08,Word of Mouth,Kaduna,Individual Sender,49,Female,Starter,0,2024-09-03,1,0,55,27
SD016579,2024-08-22,2024-08,Instagram,Rivers,Individual Sender,38,Male,Starter,1,2024-08-25,1,0,35,36
SD016580,2024-01-28,2024-01,Google Ads,Edo,E-commerce Seller,50,Female,Business Pro,0,2024-02-01,8,1,100,242
SD016581,2024-07-05,2024-07,Referral,Edo,Small Business,51,Male,Business Pro,0,2024-07-10,2,1,92,82
SD016582,2024-06-02,2024-06,Google Ads,Abuja,Small Business,21,Male,Business Pro,1,2024-06-24,4,1,100,98
SD016583,2023-11-27,2023-11,Word of Mouth,Edo,Small Business,39,Male,Business Pro,1,2024-02-27,10,1,100,216
SD016584,2024-07-21,2024-07,Word of Mouth,Lagos,Individual Sender,43,Female,Starter,1,2024-08-09,2,1,60,52
SD016585,2023-11-30,2023-11,TikTok Ads,Delta,Individual Sender,43,Female,Starter,1,2023-12-03,10,1,100,302
SD016586,2024-04-10,2024-04,Facebook Ads,Abuja,E-commerce Seller,52,Female,Starter,1,2024-05-11,5,1,100,142
SD016587,2024-01-22,2024-01,Facebook Ads,Abuja,E-commerce Seller,48,Female,Starter,1,2024-01-30,8,1,100,244
SD016588,2023-12-23,2023-12,Instagram,Kano,Small Business,23,Male,Starter,1,2024-01-01,9,1,100,273
SD016589,2024-08-11,2024-08,Word of Mouth,Edo,Corporate,53,Male,Business Pro,0,2024-08-13,1,1,51,48
SD016590,2024-02-04,2024-02,Referral,Lagos,Individual Sender,24,Female,Starter,0,2024-05-05,7,1,100,148
SD016591,2023-10-29,2023-10,App Store,Delta,Individual Sender,54,Male,Starter,1,2024-09-15,11,0,40,15
SD016592,2024-01-31,2024-01,TikTok Ads,Kano,Corporate,23,Male,Business Pro,0,2024-02-01,8,1,100,242
